;NomVille;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement 
16378;Juigné-des-Moutiers;JUIGNE DES MOUTIERS ;44670;44078;52;47.683333;-1.183333;2.02
16379;Chémeré;CHEMERE   ;44680;44040;52;47.116667;-1.916667;1.41
16380;Saint-Hilaire-de-Chaléons;SAINT HILAIRE DE CHALEONS;44680;44164;52;47.1;-1.866667;1.42
16381;Sainte-Pazanne;SAINTE PAZANNE  ;44680;44186;52;47.1;-1.816667;1.42
16382;Saint-Mars-de-Coutais;SAINT MARS DE COUTAIS;44680;44178;52;47.116667;-1.733333;1.69
16383;Saint-Fiacre-sur-Maine;SAINT FIACRE SUR MAINE;44690;44159;52;47.15;-1.416667;1.13
16384;LaHaie-Fouassière;LA HAIE FOUASSIERE ;44690;44070;52;47.15;-1.4;1.13
16385;Maisdon-sur-Sèvre;MAISDON SUR SEVRE ;44690;44088;52;47.1;-1.383333;1.42
16386;Monnières;MONNIERES   ;44690;44100;52;47.133333;-1.35;1.22
16387;Orvault;ORVAULT   ;44700;44114;52;47.266667;-1.616667;0.44
16388;Port-Saint-Père;PORT SAINT PERE ;44710;44133;52;47.133333;-1.75;1.22
16389;Saint-Léger-les-Vignes;SAINT LEGER LES VIGNES;44710;44171;52;47.133333;-1.733333;1.22
16390;Saint-Joachim;SAINT JOACHIM  ;44720;44168;52;47.383333;-2.2;1.66
16391;Tharon-Plage;THARON PLAGE  ;44730;44904;52;47.166667;-2.166667;1.55
16392;Saint-Michel-Chef-Chef;SAINT MICHEL CHEF CHEF;44730;44182;52;47.183333;-2.15;1.5
16393;Batz-sur-Mer;BATZ SUR MER ;44740;44010;52;47.283333;-2.483333;2.59
16394;Campbon;CAMPBON   ;44750;44025;52;47.416667;-1.966667;1
16395;Quilly;QUILLY   ;44750;44139;52;47.466667;-1.95;1
16396;LaBernerie-en-Retz;LA BERNERIE EN RETZ;44760;44012;52;47.083333;-2.033333;1.52
16397;Préfailles;PREFAILLES   ;44770;44136;52;47.133333;-2.216667;1.72
16398;LaPlaine-sur-Mer;LA PLAINE SUR MER;44770;44126;52;47.133333;-2.166667;1.55
16399;Missillac;MISSILLAC   ;44780;44098;52;47.483333;-2.166667;1.55
16400;Saint-Herblain;SAINT HERBLAIN  ;44800;44162;52;47.216667;-1.65;0.73
16401;LaChevallerais;LA CHEVALLERAIS  ;44810;44221;52;47.466667;-1.666667;1
16402;Héric;HERIC   ;44810;44073;52;47.416667;-1.65;1
16403;Brains;BRAINS   ;44830;44024;52;47.166667;-1.716667;1.03
16404;Bouaye;BOUAYE   ;44830;44018;52;47.15;-1.7;1.13
16405;LesSorinières;LES SORINIERES  ;44840;44198;52;47.15;-1.533333;1.13
16406;Saint-Mars-du-Désert;SAINT MARS DU DESERT;44850;44179;52;47.366667;-1.4;0.96
16407;Ligné;LIGNE   ;44850;44082;52;47.416667;-1.383333;1.02
16408;LeCellier;LE CELLIER  ;44850;44028;52;47.316667;-1.35;1.42
16409;Mouzeil;MOUZEIL   ;44850;44107;52;47.45;-1.35;1.27
16410;Pont-Saint-Martin;PONT SAINT MARTIN ;44860;44130;52;47.116667;-1.583333;1.32
16411;Sautron;SAUTRON   ;44880;44194;52;47.266667;-1.666667;0.44
16412;Sainte-Luce-sur-Loire;SAINTE LUCE SUR LOIRE;44980;44172;52;47.25;-1.5;0.63
16413;Orléans;ORLEANS   ;45100;45234;24;47.916667;1.9;1.33
16414;Châteauneuf-sur-Loire;CHATEAUNEUF SUR LOIRE ;45110;45082;24;47.866667;2.233333;1.17
16415;Sigloy;SIGLOY   ;45110;45311;24;47.833333;2.233333;1.17
16416;Germigny-des-Prés;GERMIGNY DES PRES ;45110;45153;24;47.85;2.266667;0.9
16417;Saint-Martin-d'Abbat;SAINT MARTIN D ABBAT;45110;45290;24;47.85;2.266667;0.9
16418;Corquilleroy;CORQUILLEROY   ;45120;45104;24;48.05;2.7;1.16
16419;Girolles;GIROLLES   ;45120;45156;24;48.066667;2.716667;1.22
16420;Cepoy;CEPOY   ;45120;45061;24;48.05;2.733333;1.27
16421;Châlette-sur-Loing;CHALETTE SUR LOING ;45120;45068;24;48.016667;2.733333;1.45
16422;Charsonville;CHARSONVILLE   ;45130;45081;24;47.933333;1.583333;2.32
16423;Épieds-en-Beauce;EPIEDS EN BEAUCE ;45130;45134;24;47.95;1.616667;2.22
16424;Baccon;BACCON   ;45130;45019;24;47.883333;1.633333;2.17
16425;LeBardon;LE BARDON  ;45130;45020;24;47.85;1.65;2.12
16426;Baule;BAULE   ;45130;45024;24;47.816667;1.666667;2.06
16427;Coulmiers;COULMIERS   ;45130;45109;24;47.933333;1.666667;2.06
16428;Huisseau-sur-Mauves;HUISSEAU SUR MAUVES ;45130;45167;24;47.9;1.7;1.96
16429;Meung-sur-Loire;MEUNG SUR LOIRE ;45130;45203;24;47.833333;1.7;1.96
16430;Rozières-en-Beauce;ROZIERES EN BEAUCE ;45130;45264;24;47.933333;1.7;1.96
16431;Saint-Ay;SAINT AY  ;45130;45269;24;47.85;1.75;1.8
16432;Bucy-Saint-Liphard;BUCY SAINT LIPHARD ;45140;45059;24;47.933333;1.766667;1.75
16433;Boulay-les-Barres;BOULAY LES BARRES ;45140;45046;24;47.983333;1.783333;1.7
16434;Ormes;ORMES   ;45140;45235;24;47.933333;1.8;1.65
16435;Ingré;INGRE   ;45140;45169;24;47.916667;1.816667;1.6
16436;Saint-Jean-de-la-Ruelle;SAINT JEAN DE LA;45140;45285;24;47.916667;1.866667;1.71
16437;Darvoy;DARVOY   ;45150;45123;24;47.866667;2.1;0.92
16438;Férolles;FEROLLES   ;45150;45144;24;47.833333;2.116667;1.35
16439;Jargeau;JARGEAU   ;45150;45173;24;47.866667;2.116667;0.78
16440;Saint-Hilaire-Saint-Mesmin;SAINT HILAIRE SAINT MESMIN;45160;45282;24;47.866667;1.833333;1.54
16441;Ardon;ARDON   ;45160;45006;24;47.783333;1.866667;1.44
16442;Olivet;OLIVET   ;45160;45232;24;47.866667;1.9;1.33
16443;Tivernon;TIVERNON   ;45170;45325;24;48.15;1.933333;1.85
16444;Oison;OISON   ;45170;45231;24;48.133333;1.966667;1.31
16445;Saint-Lyé-la-Forêt;SAINT LYE LA FORET;45170;45289;24;48.05;1.983333;1.11
16446;Villereau;VILLEREAU   ;45170;45342;24;48.066667;1.983333;1.07
16447;Aschères-le-Marché;ASCHERES LE MARCHE ;45170;45009;24;48.1;2.0;1.02
16448;Bougy-lez-Neuville;BOUGY LEZ NEUVILLE ;45170;45044;24;48.033333;2.033333;0.92
16449;Neuville-aux-Bois;NEUVILLE AUX BOIS ;45170;45224;24;48.066667;2.05;0.87
16450;Crottes-en-Pithiverais;CROTTES EN PITHIVERAIS ;45170;45118;24;48.116667;2.066667;0.99
16451;Teillay-Saint-Benoît;TEILLAY SAINT BENOIT ;45170;45319;24;48.1;2.066667;0.87
16452;Attray;ATTRAY   ;45170;45011;24;48.116667;2.116667;1.09
16453;Montigny;MONTIGNY   ;45170;45214;24;48.116667;2.116667;1.09
16454;Chilleurs-aux-Bois;CHILLEURS AUX BOIS ;45170;45095;24;48.066667;2.133333;1.33
16455;Santeau;SANTEAU   ;45170;45301;24;48.083333;2.15;1.52
16456;Cravant;CRAVANT   ;45190;45116;24;47.833333;1.566667;2.38
16457;Villorceau;VILLORCEAU   ;45190;45344;24;47.8;1.6;2.27
16458;Tavers;TAVERS   ;45190;45317;24;47.75;1.616667;2.22
16459;Beaugency;BEAUGENCY   ;45190;45028;24;47.783333;1.633333;2.17
16460;Messas;MESSAS   ;45190;45202;24;47.8;1.633333;2.17
16461;Montargis;MONTARGIS   ;45200;45208;24;48.0;2.75;1.32
16462;Paucourt;PAUCOURT   ;45200;45249;24;48.033333;2.8;1.48
16463;Nargis;NARGIS   ;45210;45222;24;48.1;2.75;1.78
16464;Fontenay-sur-Loing;FONTENAY SUR LOING ;45210;45148;24;48.1;2.766667;1.54
16465;Ferrières;FERRIERES   ;45210;45145;24;48.083333;2.783333;1.42
16466;Griselles;GRISELLES   ;45210;45161;24;48.083333;2.833333;1.58
16467;LaChapelle-Saint-Sépulcre;LA CHAPELLE SAINT SEPULCRE;45210;45076;24;48.016667;2.85;1.63
16468;Chevannes;CHEVANNES   ;45210;45091;24;48.133333;2.858333;-1
16469;Louzouer;LOUZOUER   ;45210;45189;24;48.033333;2.883333;1.74
16470;LaSelle-sur-le-Bied;LA SELLE SUR LE;45210;45307;24;48.066667;2.883333;1.74
16471;Chevry-sous-le-Bignon;CHEVRY SOUS LE BIGNON;45210;45094;24;48.133333;2.9;1.79
16472;Pers-en-Gâtinais;PERS EN GATINAIS ;45210;45250;24;48.116667;2.9;1.79
16473;LaSelle-en-Hermoy;LA SELLE EN HERMOY;45210;45306;24;48.016667;2.9;1.79
16474;Thorailles;THORAILLES   ;45210;45322;24;48.016667;2.9;1.79
16475;LeBignon-Mirabeau;LE BIGNON MIRABEAU ;45210;45032;24;48.15;2.916667;1.84
16476;Saint-Loup-de-Gonois;SAINT LOUP DE GONOIS;45210;45287;24;48.05;2.916667;1.84
16477;Mérinville;MERINVILLE   ;45210;45201;24;48.083333;2.933333;1.89
16478;Bazoches-sur-le-Betz;BAZOCHES SUR LE BETZ;45210;45026;24;48.133333;2.983333;2.05
16479;Saint-Germain-des-Prés;SAINT GERMAIN DES PRES;45220;45279;24;47.95;2.85;1.77
16480;Saint-Firmin-des-Bois;SAINT FIRMIN DES BOIS;45220;45275;24;47.966667;2.916667;1.84
16481;Châteaurenard;CHATEAURENARD   ;45220;45083;24;47.933333;2.933333;1.89
16482;Melleroy;MELLEROY   ;45220;45199;24;47.9;2.95;1.95
16483;Chuelles;CHUELLES   ;45220;45097;24;48.0;2.966667;2
16484;Triguères;TRIGUERES   ;45220;45329;24;47.933333;2.983333;2.05
16485;Douchy;DOUCHY   ;45220;45129;24;47.95;3.05;2.26
16486;Montcorbon;MONTCORBON   ;45220;45211;24;47.966667;3.066667;2.31
16487;Adon;ADON   ;45230;45001;24;47.766667;2.8;1.48
16488;Montbouy;MONTBOUY   ;45230;45210;24;47.866667;2.816667;1.53
16489;Sainte-Geneviève-des-Bois;SAINTE GENEVIEVE DES BOIS;45230;45278;24;47.816667;2.816667;1.53
16490;Châtillon-Coligny;CHATILLON COLIGNY  ;45230;45085;24;47.833333;2.85;1.63
16491;Feins-en-Gâtinais;FEINS EN GATINAIS ;45230;45143;24;47.75;2.85;1.63
16492;LaChapelle-sur-Aveyron;LA CHAPELLE SUR AVEYRON;45230;45077;24;47.866667;2.866667;1.68
16493;Dammarie-sur-Loing;DAMMARIE SUR LOING ;45230;45121;24;47.783333;2.883333;1.74
16494;Aillant-sur-Milleron;AILLANT SUR MILLERON ;45230;45002;24;47.8;2.933333;1.89
16495;Saint-Maurice-sur-Aveyron;SAINT MAURICE SUR AVEYRON;45230;45292;24;47.85;2.933333;1.89
16496;LeCharme;LE CHARME  ;45230;45079;24;47.8;3.0;2.1
16497;Ligny-le-Ribault;LIGNY LE RIBAULT ;45240;45182;24;47.683333;1.783333;2.07
16498;LaFerté-Saint-Aubin;LA FERTE SAINT AUBIN;45240;45146;24;47.716667;1.933333;1.84
16499;Marcilly-en-Villette;MARCILLY EN VILLETTE ;45240;45193;24;47.766667;2.016667;1.48
16500;Ménestreau-en-Villette;MENESTREAU EN VILLETTE ;45240;45200;24;47.7;2.016667;1.96
16501;Sennely;SENNELY   ;45240;45309;24;47.683333;2.15;2.07
16502;Briare;BRIARE   ;45250;45053;24;47.633333;2.733333;2.43
16503;Ousson-sur-Loire;OUSSON SUR LOIRE ;45250;45238;24;47.583333;2.783333;2.78
16504;Ouzouer-sur-Trézée;OUZOUER SUR TREZEE ;45250;45245;24;47.666667;2.8;2.19
16505;Escrignelles;ESCRIGNELLES   ;45250;45138;24;47.716667;2.816667;1.84
16506;Breteau;BRETEAU   ;45250;45052;24;47.683333;2.9;2.07
16507;Châtenoy;CHATENOY   ;45260;45084;24;47.916667;2.4;2.17
16508;Coudroy;COUDROY   ;45260;45107;24;47.916667;2.466667;1.06
16509;Lorris;LORRIS   ;45260;45187;24;47.883333;2.516667;0.66
16510;Noyers;NOYERS   ;45260;45230;24;47.916667;2.516667;0.59
16511;Chailly-en-Gâtinais;CHAILLY EN GATINAIS ;45260;45066;24;47.95;2.55;0.73
16512;Presnoy;PRESNOY   ;45260;45256;24;47.95;2.55;0.73
16513;Montereau;MONTEREAU   ;45260;45213;24;47.85;2.566667;1.19
16514;LaCour-Marigny;LA COUR MARIGNY ;45260;45112;24;47.9;2.6;1.19
16515;Thimory;THIMORY   ;45260;45321;24;47.916667;2.6;1.18
16516;Nesploy;NESPLOY   ;45270;45223;24;48.0;2.366667;1.97
16517;Fréville-du-Gâtinais;FREVILLE DU GATINAIS ;45270;45150;24;48.016667;2.433333;0.97
16518;Quiers-sur-Bézonde;QUIERS SUR BEZONDE ;45270;45259;24;48.0;2.433333;0.95
16519;Ouzouer-sous-Bellegarde;OUZOUER SOUS BELLEGARDE ;45270;45243;24;47.983333;2.466667;0.55
16520;Mézières-en-Gâtinais;MEZIERES EN GATINAIS ;45270;45205;24;48.033333;2.483333;0.49
16521;Auvilliers-en-Gâtinais;AUVILLIERS EN GATINAIS ;45270;45017;24;47.966667;2.5;0.59
16522;Ladon;LADON   ;45270;45178;24;48.0;2.533333;0.64
16523;Villemoutiers;VILLEMOUTIERS   ;45270;45339;24;48.0;2.55;0.85
16524;Chapelon;CHAPELON   ;45270;45078;24;48.033333;2.583333;1.43
16525;Moulon;MOULON   ;45270;45219;24;48.016667;2.6;1.62
16526;LeMoulinet-surSolin;LE MOULINET SUR SOLIN;45290;45218;24;47.833333;2.616667;1.3
16527;Oussoy-en-Gâtinais;OUSSOY EN GATINAIS ;45290;45239;24;47.916667;2.65;1.47
16528;LesChoux;LES CHOUX  ;45290;45096;24;47.8;2.666667;1.25
16529;Langesse;LANGESSE   ;45290;45180;24;47.816667;2.666667;1.13
16530;Ouzouer-des-Champs;OUZOUER DES CHAMPS ;45290;45242;24;47.883333;2.7;1.16
16531;Boismorand;BOISMORAND   ;45290;45036;24;47.783333;2.716667;1.37
16532;LesBézards;LES BEZARDS  ;45290;45901;24;47.8;2.733333;1.27
16533;Nogent-sur-Vernisson;NOGENT SUR VERNISSON ;45290;45229;24;47.85;2.75;1.32
16534;Pressigny-lesPins;PRESSIGNY LES PINS ;45290;45257;24;47.883333;2.75;1.32
16535;Sébouville;SEBOUVILLE   ;45300;45304;24;48.2;2.133333;1.58
16536;Pannecières;PANNECIERES   ;45300;45246;24;48.283333;2.15;2.17
16537;Guigneville;GUIGNEVILLE   ;45300;45162;24;48.2;2.166667;1.58
16538;Morville-en-Beauce;MORVILLE EN BEAUCE ;45300;45217;24;48.25;2.166667;1.93
16539;Thignonville;THIGNONVILLE   ;45300;45320;24;48.283333;2.166667;2.17
16540;Escrennes;ESCRENNES   ;45300;45137;24;48.133333;2.183333;1.11
16541;Mareau-aux-Bois;MAREAU AUX BOIS ;45300;45195;24;48.1;2.183333;1.22
16542;Sermaises;SERMAISES   ;45300;45310;24;48.3;2.2;2.28
16543;Courcy-aux-Loges;COURCY AUX LOGES ;45300;45111;24;48.066667;2.216667;1.41
16544;Intville-la-Guétard;INTVILLE LA GUETARD ;45300;45170;24;48.25;2.216667;1.93
16545;Laas;LAAS   ;45300;45177;24;48.116667;2.216667;0.99
16546;Pithiviers-le-Vieil;PITHIVIERS LE VIEIL ;45300;45253;24;48.166667;2.216667;1.34
16547;Rouvres-Saint-Jean;ROUVRES SAINT JEAN ;45300;45263;24;48.316667;2.216667;2.4
16548;Audeville;AUDEVILLE   ;45300;45012;24;48.266667;2.233333;2.05
16549;Bouzonville-en-Beauce;BOUZONVILLE EN BEAUCE ;45300;45048;24;48.2;2.233333;1.58
16550;Vrigny;VRIGNY   ;45300;45347;24;48.083333;2.233333;1.18
16551;Ascoux;ASCOUX   ;45300;45010;24;48.116667;2.25;0.99
16552;Engenville;ENGENVILLE   ;45300;45133;24;48.233333;2.25;1.81
16553;Pithiviers;PITHIVIERS   ;45300;45252;24;48.166667;2.25;1.34
16554;Dadonville;DADONVILLE   ;45300;45119;24;48.15;2.266667;1.22
16555;Dossainville;DOSSAINVILLE   ;45300;45128;24;48.25;2.266667;1.93
16556;Bondaroy;BONDAROY   ;45300;45038;24;48.166667;2.283333;1.34
16557;Bouilly-en-Gâtinais;BOUILLY EN GATINAIS ;45300;45045;24;48.083333;2.283333;1.25
16558;Marsainvilliers;MARSAINVILLIERS   ;45300;45198;24;48.216667;2.283333;1.7
16559;Ramoulu;RAMOULU   ;45300;45260;24;48.216667;2.283333;1.7
16560;Courcelles;COURCELLES   ;45300;45110;24;48.083333;2.316667;1.43
16561;Estouy;ESTOUY   ;45300;45139;24;48.183333;2.316667;1.46
16562;Yèvre-la-Ville;YEVRE LA VILLE ;45300;45348;24;48.133333;2.316667;1.11
16563;Manchecourt;MANCHECOURT   ;45300;45192;24;48.233333;2.333333;1.81
16564;Yèvre-le-Châtel;YEVRE LE CHATEL ;45300;45349;24;48.15;2.333333;1.22
16565;Boynes;BOYNES   ;45300;45050;24;48.116667;2.35;1.44
16566;Givraines;GIVRAINES   ;45300;45157;24;48.15;2.366667;1.46
16567;Villamblain;VILLAMBLAIN   ;45310;45337;24;48.016667;1.55;2.43
16568;LaChapelle-Onzerain;LA CHAPELLE ONZERAIN ;45310;45074;24;48.033333;1.616667;2.22
16569;Tournoisis;TOURNOISIS   ;45310;45326;24;48.0;1.633333;2.17
16570;Villeneuve-sur-Conie;VILLENEUVE SUR CONIE ;45310;45341;24;48.05;1.65;2.12
16571;Saint-Sigismond;SAINT SIGISMOND  ;45310;45299;24;47.983333;1.683333;2.01
16572;Gémigny;GEMIGNY   ;45310;45152;24;47.966667;1.7;1.96
16573;Patay;PATAY   ;45310;45248;24;48.05;1.7;1.96
16574;Saint-Péravy-la-Colombe;SAINT PERAVY LA COLOMBE;45310;45296;24;48.0;1.7;1.96
16575;Rouvray-Sainte-Croix;ROUVRAY SAINTE CROIX ;45310;45262;24;48.05;1.733333;1.86
16576;Coinces;COINCES   ;45310;45099;24;48.016667;1.75;1.8
16577;Bricy;BRICY   ;45310;45055;24;48.0;1.783333;1.7
16578;Courtemaux;COURTEMAUX   ;45320;45113;24;48.05;2.933333;1.89
16579;Chantecoq;CHANTECOQ   ;45320;45073;24;48.05;2.966667;2
16580;Ervauville;ERVAUVILLE   ;45320;45136;24;48.083333;2.983333;2.05
16581;Foucherolles;FOUCHEROLLES   ;45320;45149;24;48.083333;3.016667;2.15
16582;Saint-Hilaire-les-Andrésis;SAINT HILAIRE LES ANDRESIS;45320;45281;24;48.05;3.016667;2.15
16583;Courtenay;COURTENAY   ;45320;45115;24;48.033333;3.05;2.26
16584;Mainvilliers;MAINVILLIERS   ;45330;45190;24;48.3;2.283333;2.28
16585;Nangeville;NANGEVILLE   ;45330;45221;24;48.3;2.316667;2.28
16586;Orveau-Bellesauve;ORVEAU BELLESAUVE  ;45330;45236;24;48.283333;2.333333;2.17
16587;Coudray;COUDRAY   ;45330;45106;24;48.266667;2.366667;2.05
16588;Labrosse;LABROSSE   ;45330;45057;24;48.233333;2.383333;1.81
16589;Malesherbes;MALESHERBES   ;45330;45191;24;48.3;2.416667;2.28
16590;Augerville-la-Rivière;AUGERVILLE LA RIVIERE ;45330;45013;24;48.25;2.433333;1.93
16591;Chambon-la-Forêt;CHAMBON LA FORET ;45340;45069;24;48.05;2.3;1.78
16592;Nancray-sur-Rimarde;NANCRAY SUR RIMARDE ;45340;45220;24;48.066667;2.333333;1.18
16593;Nibelle;NIBELLE   ;45340;45228;24;48.016667;2.333333;1.45
16594;Chemault;CHEMAULT   ;45340;45090;24;48.05;2.35;0.94
16595;Saint-Michel;SAINT MICHEL  ;45340;45294;24;48.066667;2.366667;0.64
16596;Batilly-en-Gâtinais;BATILLY EN GATINAIS ;45340;45022;24;48.066667;2.383333;0.64
16597;Boiscommun;BOISCOMMUN   ;45340;45035;24;48.033333;2.383333;0.64
16598;Barville-en-Gâtinais;BARVILLE EN GATINAIS ;45340;45021;24;48.116667;2.4;0.99
16599;Montbarrois;MONTBARROIS   ;45340;45209;24;48.05;2.4;0.52
16600;Montliard;MONTLIARD   ;45340;45215;24;48.016667;2.4;0.85
16601;Gaubertin;GAUBERTIN   ;45340;45151;24;48.116667;2.416667;0.99
16602;Saint-Loup-des-Vignes;SAINT LOUP DES VIGNES;45340;45288;24;48.033333;2.416667;0.61
16603;Beaune-la-Rolande;BEAUNE LA ROLANDE ;45340;45030;24;48.066667;2.433333;0.64
16604;Égry;EGRY   ;45340;45132;24;48.1;2.433333;0.87
16605;Auxy;AUXY   ;45340;45018;24;48.116667;2.466667;1.42
16606;Juranville;JURANVILLE   ;45340;45176;24;48.05;2.5;1.71
16607;Bordeaux-en-Gâtinais;BORDEAUX EN GATINAIS ;45340;45041;24;48.1;2.516667;2.07
16608;Cernoy-en-Berry;CERNOY EN BERRY ;45360;45064;24;47.5414;2.666667;-1
16609;Pierrefitte-ès-Bois;PIERREFITTE ES BOIS ;45360;45251;24;47.508333;2.716667;-1
16610;Saint-Firmin-sur-Loire;SAINT FIRMIN SUR LOIRE;45360;45276;24;47.616667;2.733333;2.54
16611;Châtillon-sur-Loire;CHATILLON SUR LOIRE ;45360;45087;24;47.583333;2.75;2.78
16612;Dry;DRY   ;45370;45130;24;47.8;1.716667;1.91
16613;Cléry-Saint-André;CLERY SAINT ANDRE ;45370;45098;24;47.816667;1.75;1.8
16614;Mareau-aux-Prés;MAREAU AUX PRES ;45370;45196;24;47.866667;1.783333;1.7
16615;Jouy-le-Potier;JOUY LE POTIER ;45370;45175;24;47.75;1.816667;1.6
16616;Chaingy;CHAINGY   ;45380;45067;24;47.883333;1.766667;1.75
16617;LaChapelle-Saint-Mesmin;LA CHAPELLE SAINT MESMIN;45380;45075;24;47.883333;1.833333;1.54
16618;LaNeuville-sur-Essonne;LA NEUVILLE SUR ESSONNE;45390;45225;24;48.183333;2.366667;1.46
16619;Aulnay-la-Rivière;AULNAY LA RIVIERE ;45390;45014;24;48.2;2.383333;1.58
16620;Ondreville-sur-Essonne;ONDREVILLE SUR ESSONNE ;45390;45233;24;48.2;2.4;1.58
16621;Briarres-sur-Essonnes;BRIARRES SUR ESSONNES ;45390;45054;24;48.233333;2.416667;1.81
16622;Grangermont;GRANGERMONT   ;45390;45159;24;48.183333;2.416667;1.46
16623;Dimancheville;DIMANCHEVILLE   ;45390;45125;24;48.233333;2.433333;1.81
16624;Échilleuses;ECHILLEUSES   ;45390;45131;24;48.166667;2.433333;1.34
16625;Orville;ORVILLE   ;45390;45237;24;48.233333;2.433333;1.81
16626;Boësse;BOESSE   ;45390;45033;24;48.15;2.45;1.22
16627;Puiseaux;   ;45390;45258;24;48.2;2.466667;1.58
16628;Bromeilles;BROMEILLES   ;45390;45056;24;48.183333;2.5;1.57
16629;Desmonts;DESMONTS   ;45390;45124;24;48.233333;2.5;1.81
16630;Fleury-les-Aubrais;FLEURY LES AUBRAIS ;45400;45147;24;47.933333;1.916667;1.28
16631;Sémoy;SEMOY   ;45400;45308;24;47.933333;1.95;1.18
16632;Chanteau;CHANTEAU   ;45400;45072;24;47.966667;1.966667;1.28
16633;Sougy;SOUGY   ;45410;45313;24;48.05;1.783333;2.1
16634;Artenay;ARTENAY   ;45410;45008;24;48.083333;1.883333;1.39
16635;Bucy-le-Roi;BUCY LE ROI ;45410;45058;24;48.066667;1.916667;1.28
16636;Lion-en-Beauce;LION EN BEAUCE ;45410;45183;24;48.133333;1.933333;1.23
16637;Trinay;TRINAY   ;45410;45330;24;48.083333;1.95;1.18
16638;Bonny-sur-Loire;BONNY SUR LOIRE ;45420;45040;24;47.566667;2.833333;2.9
16639;Dammarie-en-Puisaye;DAMMARIE EN PUISAYE ;45420;45120;24;47.633333;2.866667;2.43
16640;Champoulet;CHAMPOULET   ;45420;45070;24;47.666667;2.916667;2.19
16641;Faverelles;FAVERELLES   ;45420;45141;24;47.566667;2.933333;2.9
16642;Chécy;CHECY   ;45430;45089;24;47.9;2.016667;1.5
16643;Bou;BOU   ;45430;45043;24;47.866667;2.05;1.2
16644;Mardié;MARDIE   ;45430;45194;24;47.883333;2.05;0.87
16645;Pont-aux-Moines;PONT AUX MOINES ;45430;45904;24;47.9;2.05;0.87
16646;Donnery;DONNERY   ;45450;45126;24;47.916667;2.1;1.41
16647;Fay-aux-Loges;FAY AUX LOGES ;45450;45142;24;47.933333;2.133333;0.61
16648;Sully-la-Chapelle;SULLY LA CHAPELLE ;45450;45314;24;47.966667;2.183333;0.74
16649;Ingrannes;INGRANNES   ;45450;45168;24;47.983333;2.2;1.26
16650;Saint-Aignan-des-Gués;SAINT AIGNAN DES GUES;45460;45267;24;47.85;2.316667;1.88
16651;Bray-en-Val;BRAY EN VAL ;45460;45051;24;47.833333;2.366667;1.01
16652;Bonnée;BONNEE   ;45460;45039;24;47.8;2.383333;1.25
16653;Bouzy-la-Forêt;BOUZY LA FORET ;45460;45049;24;47.85;2.383333;0.9
16654;LesBordes;LES BORDES  ;45460;45042;24;47.816667;2.4;1.13
16655;Rebréchien;REBRECHIEN   ;45470;45261;24;47.983333;2.05;1.14
16656;Loury;LOURY   ;45470;45188;24;48.0;2.083333;0.76
16657;Traînou;TRAINOU   ;45470;45327;24;47.966667;2.1;1.14
16658;Boisseaux;BOISSEAUX   ;45480;45037;24;48.25;1.983333;1.93
16659;Chaussy;CHAUSSY   ;45480;45088;24;48.166667;1.983333;1.34
16660;Saint-Péravy-Épreux;SAINT PERAVY EPREUX ;45480;45295;24;48.216667;1.983333;1.7
16661;Teillay-le-Gaudin;TEILLAY LE GAUDIN ;45480;45318;24;48.183333;1.983333;1.46
16662;Andonville;ANDONVILLE   ;45480;45005;24;48.266667;2.016667;2.05
16663;Outarville;OUTARVILLE   ;45480;45240;24;48.216667;2.016667;1.7
16664;Erceville;ERCEVILLE   ;45480;45135;24;48.233333;2.033333;1.81
16665;Allainville-en-Beauce;ALLAINVILLE EN BEAUCE ;45480;45003;24;48.233333;2.05;1.81
16666;Bazoches-les-Gallerandes;BAZOCHES LES GALLERANDES ;45480;45025;24;48.166667;2.05;1.34
16667;Faronville;FARONVILLE   ;45480;45140;24;48.216667;2.05;1.7
16668;Izy;IZY   ;45480;45172;24;48.133333;2.066667;1.21
16669;Léouville;LEOUVILLE   ;45480;45181;24;48.216667;2.083333;1.7
16670;Autruy-sur-Juine;AUTRUY SUR JUINE ;45480;45015;24;48.266667;2.1;2.05
16671;Charmont-en-Beauce;CHARMONT EN BEAUCE ;45480;45080;24;48.233333;2.1;1.81
16672;Châtillon-le-Roi;CHATILLON LE ROI ;45480;45086;24;48.15;2.1;1.22
16673;Greneville-en-Beauce;GRENEVILLE EN BEAUCE ;45480;45160;24;48.183333;2.116667;1.46
16674;Guignonville;GUIGNONVILLE   ;45480;45163;24;48.2;2.116667;1.58
16675;Jouy-en-Pithiverais;JOUY EN PITHIVERAIS ;45480;45174;24;48.133333;2.116667;1.6
16676;Lorcy;LORCY   ;45490;45186;24;48.05;2.533333;1.55
16677;Corbeilles;CORBEILLES   ;45490;45103;24;48.066667;2.55;1.12
16678;Mignerette;MIGNERETTE   ;45490;45207;24;48.05;2.6;0.85
16679;Sceaux-du-Gâtinais;SCEAUX DU GATINAIS ;45490;45303;24;48.1;2.6;0.87
16680;Courtempierre;COURTEMPIERRE   ;45490;45114;24;48.1;2.616667;0.9
16681;Mignères;MIGNERES   ;45490;45206;24;48.05;2.633333;0.96
16682;Préfontaines;PREFONTAINES   ;45490;45255;24;48.1;2.683333;1.8
