;NomVille;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement 
6727;Piana;PIANA   ;20115;20212;94;42.5;9.116667;1.02
6728;Zerubia;ZERUBIA   ;20116;20357;94;41.75;9.066667;1.9
6729;Aullène;AULLENE   ;20116;20024;94;41.766667;9.083333;1.83
6730;Cauro;CAURO   ;20117;20085;94;41.9;8.916667;1.39
6731;Ocana;OCANA   ;20117;20181;94;41.95;8.933333;1.12
6732;Tolla;TOLLA   ;20117;20326;94;41.966667;8.966667;1.22
6733;Sagone;SAGONE   ;20118;20934;94;42.1;8.7;2.19
6734;Bastelica;BASTELICA   ;20119;20031;94;42.0;9.05;0.92
6735;Rosazia;ROSAZIA   ;20121;20262;94;42.116667;8.866667;1.67
6736;Salice;SALICE   ;20121;20266;94;42.116667;8.9;1.23
6737;Azzana;AZZANA   ;20121;20027;94;42.116667;8.916667;1.15
6738;Rezza;REZZA   ;20121;20259;94;42.116667;8.95;1.67
6739;Quenza;QUENZA   ;20122;20254;94;41.766667;9.133333;1.83
6740;Cognocoli-Montichi;COGNOCOLI MONTICHI  ;20123;20091;94;41.816667;8.9;1.64
6741;Pila-Canale;PILA CANALE  ;20123;20232;94;41.8;8.916667;1.7
6742;Zonza;ZONZA   ;20124;20362;94;41.733333;9.166667;1.96
6743;Soccia;SOCCIA   ;20125;20282;94;42.2;8.9;1.24
6744;Poggiolo;POGGIOLO   ;20125;20240;94;42.166667;8.916667;1.15
6745;Orto;ORTO   ;20125;20196;94;42.183333;8.933333;1.07
6746;Evisa;EVISA   ;20126;20108;94;42.25;8.8;1.71
6747;Cristinacce;CRISTINACCE   ;20126;20100;94;42.233333;8.833333;1.55
6748;Serra-di-Scopamene;SERRA DI SCOPAMENE ;20127;20278;94;41.75;9.1;1.9
6749;Albitreccia;ALBITRECCIA   ;20128;20008;94;41.85;8.933333;1.51
6750;Guarguale;GUARGUALE   ;20128;20132;94;41.833333;8.933333;1.57
6751;Urbalacone;URBALACONE   ;20128;20331;94;41.833333;8.933333;1.57
6752;Grosseto-Prugna;GROSSETO PRUGNA  ;20128;20130;94;41.866667;8.966667;1.81
6753;Cargèse;CARGESE   ;20130;20065;94;42.133333;8.583333;2.75
6754;Zicavo;ZICAVO   ;20132;20359;94;41.9;9.133333;1.31
6755;Carbuccia;CARBUCCIA   ;20133;20062;94;42.033333;8.95;1
6756;Ucciani;UCCIANI   ;20133;20330;94;42.033333;8.983333;1
6757;Tasso;TASSO   ;20134;20322;94;41.933333;9.1;1.48
6758;Ciamannacce;CIAMANNACCE   ;20134;20089;94;41.95;9.15;1.12
6759;Palneca;PALNECA   ;20134;20200;94;41.966667;9.166667;1.13
6760;Conca;CONCA   ;20135;20092;94;41.733333;9.333333;1.96
6761;Bocognano;BOCOGNANO   ;20136;20040;94;42.083333;9.066667;0.6
6762;Porto-Vecchio;PORTO VECCHIO  ;20137;20247;94;41.583333;9.283333;2.55
6763;Coti-Chiavari;COTI CHIAVARI  ;20138;20098;94;41.766667;8.766667;1.87
6764;Lopigna;LOPIGNA   ;20139;20144;94;42.1;8.833333;1.55
6765;Serra-di-Ferro;SERRA DI FERRO ;20140;20276;94;41.716667;8.8;2.03
6766;PortoPollo;PORTO POLLO  ;20140;20924;94;41.7;8.8;2.09
6767;Sollacaro;SOLLACARO   ;20140;20284;94;41.733333;8.916667;1.96
6768;Casalabriva;CASALABRIVA   ;20140;20071;94;41.75;8.933333;1.9
6769;Petreto-Bicchisano;PETRETO BICCHISANO  ;20140;20211;94;41.783333;8.983333;1.77
6770;Moca-Croce;MOCA CROCE  ;20140;20160;94;41.8;9.0;1.7
6771;Argiusta-Moriccio;ARGIUSTA MORICCIO  ;20140;20021;94;41.8;9.016667;1.7
6772;Olivese;OLIVESE   ;20140;20186;94;41.833333;9.05;1.57
6773;Marignana;MARIGNANA   ;20141;20154;94;42.216667;8.8;1.71
6774;Quasquara;QUASQUARA   ;20142;20253;94;41.9;9.0;1.31
6775;Fozzano;FOZZANO   ;20143;20118;94;41.7;9.0;2.09
6776;Santa-Maria-Figaniella;SANTA MARIA FIGANIELLA ;20143;20310;94;41.7;9.0;2.09
6777;Sari-Solenzara;SARI SOLENZARA  ;20145;20269;94;41.833333;9.375;1.57
6778;Solenzara;SOLENZARA   ;20145;20905;94;41.85;9.4;1.51
6779;Sotta;SOTTA   ;20146;20288;94;41.533333;9.2;2.74
6780;Osani;OSANI   ;20147;20197;94;42.316667;8.633333;2.51
6781;Partinello;PARTINELLO   ;20147;20203;94;42.3;8.683333;2.27
6782;Serriera;SERRIERA   ;20147;20279;94;42.3;8.716667;2.11
6783;Cozzano;COZZANO   ;20148;20099;94;41.933333;9.15;1.18
6784;Porto;PORTO   ;20150;20902;94;42.266667;8.7;2.19
6785;Ota;OTA   ;20150;20198;94;42.266667;8.75;1.95
6786;Ambiegna;AMBIEGNA   ;20151;20014;94;42.083333;8.783333;1.79
6787;Sant'Andrea-d'Orcino;SANT ANDREA D ORCINO;20151;20295;94;42.033333;8.8;1.71
6788;Arro;ARRO   ;20151;20022;94;42.083333;8.816667;1.63
6789;Sari-d'Orcino;SARI D ORCINO ;20151;20270;94;42.05;8.816667;1.63
6790;Cannelle;CANNELLE   ;20151;20060;94;42.05;8.833333;1.55
6791;Sorbollano;SORBOLLANO   ;20152;20285;94;41.75;9.1;1.9
6792;Frasseto;FRASSETO   ;20157;20119;94;41.883333;9.016667;1.38
6793;Coggia;COGGIA   ;20160;20090;94;42.116667;8.75;1.95
6794;Balogna;BALOGNA   ;20160;20028;94;42.166667;8.783333;1.79
6795;Arbori;ARBORI   ;20160;20019;94;42.133333;8.8;1.71
6796;Vico;VICO   ;20160;20348;94;42.166667;8.8;1.71
6797;Letia;LETIA   ;20160;20141;94;42.183333;8.833333;1.55
6798;Murzo;MURZO   ;20160;20174;94;42.166667;8.833333;1.55
6799;Renno;RENNO   ;20160;20258;94;42.216667;8.833333;1.55
6800;Guagno;GUAGNO   ;20160;20131;94;42.166667;8.933333;2.35
6801;Tavera;TAVERA   ;20163;20324;94;42.066667;9.016667;0.67
6802;Cargiaca;CARGIACA   ;20164;20066;94;41.716667;9.05;2.03
6803;Loreto-di-Tallano;LORETO DI TALLANO ;20165;20146;94;41.716667;9.05;2.03
6804;Porticcio;PORTICCIO   ;20166;20903;94;41.883333;8.783333;1.79
6805;Pietrosella;PIETROSELLA   ;20166;20228;94;41.833333;8.85;1.57
6806;Bisinao;BISINAO   ;20166;20928;94;41.833333;8.866667;1.57
6807;Villanova;VILLANOVA   ;20167;20351;94;41.95;8.666667;2.35
6808;Alata;ALATA   ;20167;20006;94;41.95;8.75;1.95
6809;Appietto;APPIETTO   ;20167;20017;94;42.0;8.766667;1.87
6810;Mezzavia;MEZZAVIA   ;20167;20904;94;41.95;8.783333;1.79
6811;Afa;AFA   ;20167;20001;94;41.983333;8.8;1.71
6812;Valle-di-Mezzana;VALLE DI MEZZANA ;20167;20336;94;42.016667;8.816667;1.63
6813;Sarrola-Carcopino;SARROLA CARCOPINO  ;20167;20271;94;42.016667;8.85;1.47
6814;Tavaco;TAVACO   ;20167;20323;94;42.033333;8.9;1.56
6815;Peri;PERI   ;20167;20209;94;42.0;8.916667;1.67
6816;Corrano;CORRANO   ;20168;20094;94;41.883333;9.066667;1.38
6817;Bonifacio;BONIFACIO   ;20169;20041;94;41.391667;9.166667;-1
6818;Levie;LEVIE   ;20170;20142;94;41.7;9.116667;2.09
6819;Carbini;CARBINI   ;20170;20061;94;41.666667;9.133333;2.22
6820;San-Gavino-di-Carbini;SAN GAVINO DI CARBINI;20170;20300;94;41.716667;9.15;2.03
6821;Monacia-d'Aullène;MONACIA D AULLENE ;20171;20163;94;41.516667;9.016667;2.81
6822;Vero;VERO   ;20172;20345;94;42.05;8.916667;1.15
6823;Zevaco;ZEVACO   ;20173;20358;94;41.883333;9.05;1.38
6824;Cardo-Torgia;CARDO TORGIA  ;20190;20064;94;41.866667;8.983333;1.44
6825;Santa-Maria-Siché;SANTA MARIA SICHE ;20190;20312;94;41.866667;8.983333;1.44
6826;Zigliara;ZIGLIARA   ;20190;20360;94;41.85;8.983333;1.51
6827;Azilone-Ampaza;AZILONE AMPAZA  ;20190;20026;94;41.866667;9.016667;1.44
6828;Forciolo;FORCIOLO   ;20190;20117;94;41.85;9.016667;1.51
6829;San-Martino-di-Lota;SAN MARTINO DI LOTA;20200;20305;94;42.716667;9.416667;1.87
6830;Santa-Maria-di-Lota;SANTA MARIA DI LOTA;20200;20309;94;42.75;9.433333;2
6831;Cardo;CARDO   ;20200;20944;94;42.7;9.433333;1.8
6832;Pietranera;PIETRANERA   ;20200;20959;94;42.725;9.458333;1.9
6833;Novella;NOVELLA   ;20211;20180;94;42.566667;9.116667;1.28
6834;Castellare-di-Mercurio;CASTELLARE DI MERCURIO ;20212;20078;94;42.3;9.25;1.33
6835;Favalello;FAVALELLO   ;20212;20110;94;42.283333;9.266667;0.77
6836;Sermano;SERMANO   ;20212;20275;94;42.316667;9.266667;1.13
6837;Alando;ALANDO   ;20212;20005;94;42.3;9.283333;0.62
6838;Erbajolo;ERBAJOLO   ;20212;20105;94;42.266667;9.283333;0.96
6839;Alzi;ALZI   ;20212;20013;94;42.3;9.3;0.7
6840;Bustanico;BUSTANICO   ;20212;20045;94;42.316667;9.3;1.05
6841;Focicchia;FOCICCHIA   ;20212;20116;94;42.25;9.3;1.67
6842;Mazzola;MAZZOLA   ;20212;20157;94;42.3;9.316667;1.2
6843;Penta-di-Casinca;PENTA DI CASINCA ;20213;20207;94;42.466667;9.45;1.43
6844;Sorbo-Ocagnano;SORBO OCAGNANO  ;20213;20286;94;42.466667;9.45;1.43
6845;Castellare-di-Casinca;CASTELLARE DI CASINCA ;20213;20077;94;42.466667;9.466667;1.51
6846;Folelli;FOLELLI   ;20213;20950;94;42.45;9.516667;1.98
6847;Moncale;MONCALE   ;20214;20165;94;42.5;8.833333;1.55
6848;Calenzana;CALENZANA   ;20214;20049;94;42.5;8.85;1.47
6849;Montemaggiore;MONTEMAGGIORE   ;20214;20935;94;42.533333;8.866667;1.39
6850;Cassano;CASSANO   ;20214;20076;94;42.533333;8.883333;1.31
6851;Zilia;ZILIA   ;20214;20361;94;42.533333;8.9;1.32
6852;Piano;PIANO   ;20215;20214;94;42.45;9.383333;1.51
6853;Silvareccio;SILVARECCIO   ;20215;20280;94;42.45;9.4;1.19
6854;Casalta;CASALTA   ;20215;20072;94;42.433333;9.416667;1.27
6855;Loreto-di-Casinca;LORETO DI CASINCA ;20215;20145;94;42.466667;9.416667;1.27
6856;Porri;PORRI   ;20215;20245;94;42.45;9.433333;1.35
6857;Vescovato;VESCOVATO   ;20215;20346;94;42.483333;9.433333;1.35
6858;Venzolasca;VENZOLASCA   ;20215;20343;94;42.466667;9.45;1.43
6859;Casta;CASTA   ;20217;20948;94;42.666667;9.216667;1.67
6860;Saint-Florent;SAINT FLORENT  ;20217;20298;94;42.683333;9.3;1.74
6861;Nonza;NONZA   ;20217;20178;94;42.783333;9.333333;2.13
6862;Ogliastro;OGLIASTRO   ;20217;20183;94;42.816667;9.333333;2.26
6863;Canari;CANARI   ;20217;20058;94;42.85;9.35;2.38
6864;Castifao;CASTIFAO   ;20218;20080;94;42.5;9.116667;1.02
6865;Moltifao;MOLTIFAO   ;20218;20162;94;42.466667;9.116667;0.89
6866;Castiglione;CASTIGLIONE   ;20218;20081;94;42.416667;9.133333;0.93
6867;Popolasca;POPOLASCA   ;20218;20244;94;42.433333;9.133333;0.81
6868;Lama;LAMA   ;20218;20136;94;42.566667;9.166667;1.28
6869;Piedigriggio;PIEDIGRIGGIO   ;20218;20220;94;42.45;9.166667;0.83
6870;Urtaca;URTACA   ;20218;20332;94;42.6;9.166667;1.51
6871;Pietralba;PIETRALBA   ;20218;20223;94;42.533333;9.183333;1.15
6872;Ponte-Leccia;PONTE LECCIA  ;20218;20921;94;42.45;9.2;0.83
6873;Castineta;CASTINETA   ;20218;20082;94;42.416667;9.3;1.41
6874;Saliceto;SALICETO   ;20218;20267;94;42.4;9.3;1.51
6875;Morosaglia;MOROSAGLIA   ;20218;20169;94;42.433333;9.316667;1.52
6876;Tattone;TATTONE   ;20219;20967;94;42.15;9.15;1.55
6877;Vivario;VIVARIO   ;20219;20354;94;42.166667;9.166667;0.68
6878;Muracciole;MURACCIOLE   ;20219;20171;94;42.166667;9.183333;0.28
6879;Noceta;NOCETA   ;20219;20177;94;42.2;9.2;1.2
6880;Rospigliani;ROSPIGLIANI   ;20219;20263;94;42.183333;9.216667;1.32
6881;Algajola;ALGAJOLA   ;20220;20010;94;42.616667;8.866667;1.67
6882;Aregno;AREGNO   ;20220;20020;94;42.583333;8.9;1.35
6883;Corbara;CORBARA   ;20220;20093;94;42.616667;8.9;1.48
6884;Pigna;PIGNA   ;20220;20231;94;42.6;8.9;1.41
6885;Sant'Antonino;SANT ANTONINO  ;20220;20296;94;42.583333;8.9;1.35
6886;Santa-Reparata-di-Balagna;SANTA REPARATA DI BALAGNA;20220;20316;94;42.6;8.916667;1.41
6887;L'Île-Rousse;L ILE ROUSSE ;20220;20134;94;42.633333;8.933333;1.54
6888;Monticello;MONTICELLO   ;20220;20168;94;42.616667;8.95;1.67
6889;Sant'Andrea-di-Cotone;SANT ANDREA DI COTONE;20221;20293;94;42.3;9.466667;1.68
6890;Cervione;CERVIONE   ;20221;20087;94;42.333333;9.483333;1.59
6891;Santa-Maria-Poggio;SANTA MARIA POGGIO ;20221;20311;94;42.333333;9.5;1.67
6892;Valle-di-Campoloro;VALLE DI CAMPOLORO ;20221;20335;94;42.333333;9.5;1.67
6893;Prunete;PRUNETE   ;20221;20962;94;42.316667;9.533333;1.83
6894;Brando;BRANDO   ;20222;20043;94;42.766667;9.45;2.06
6895;Erbalunga;ERBALUNGA   ;20222;20923;94;42.766667;9.466667;2.06
6896;Albertacce;ALBERTACCE   ;20224;20007;94;42.316667;8.983333;1.35
6897;Casamaccioli;CASAMACCIOLI   ;20224;20073;94;42.316667;9.0;0.85
6898;Lozzi;LOZZI   ;20224;20147;94;42.35;9.0;0.85
6899;Calacuccia;CALACUCCIA   ;20224;20047;94;42.333333;9.016667;0.66
6900;Corscia;CORSCIA   ;20224;20095;94;42.35;9.033333;1.48
6901;Lavatoggio;LAVATOGGIO   ;20225;20138;94;42.566667;8.866667;1.76
6902;Avapessa;AVAPESSA   ;20225;20025;94;42.566667;8.9;1.28
6903;Cateri;CATERI   ;20225;20084;94;42.566667;8.9;1.28
6904;Muro;MURO   ;20225;20173;94;42.55;8.916667;1.22
6905;Feliceto;FELICETO   ;20225;20112;94;42.533333;8.933333;1.21
6906;Nessa;NESSA   ;20225;20175;94;42.55;8.95;1.51
6907;Speloncato;SPELONCATO   ;20226;20290;94;42.566667;8.966667;1.8
6908;Belgodère;BELGODERE   ;20226;20034;94;42.583333;9.016667;1.35
6909;Occhiatana;OCCHIATANA   ;20226;20182;94;42.566667;9.016667;1.28
6910;Palasca;PALASCA   ;20226;20199;94;42.583333;9.05;1.48
6911;Ghisoni;GHISONI   ;20227;20124;94;42.1;9.216667;0.54
6912;Pino;PINO   ;20228;20233;94;42.9;9.35;2.58
6913;Santa-Severa;SANTA SEVERA  ;20228;20964;94;42.883333;9.466667;2.51
6914;Campana;CAMPANA   ;20229;20052;94;42.383333;9.35;0.94
6915;Nocario;NOCARIO   ;20229;20176;94;42.4;9.35;1.39
6916;Piedicroce;PIEDICROCE   ;20229;20219;94;42.366667;9.35;0.97
6917;Piedipartino;PIEDIPARTINO   ;20229;20221;94;42.366667;9.35;0.97
6918;Polveroso;POLVEROSO   ;20229;20243;94;42.4;9.366667;1.09
6919;Stazzona;STAZZONA   ;20229;20291;94;42.366667;9.366667;1.02
6920;Verdese;VERDESE   ;20229;20344;94;42.383333;9.366667;1.02
6921;Carpineto;CARPINETO   ;20229;20067;94;42.35;9.383333;1.3
6922;Rapaggio;RAPAGGIO   ;20229;20256;94;42.366667;9.383333;1.11
6923;Piazzole;PIAZZOLE   ;20229;20217;94;42.383333;9.4;1.39
6924;Valle-d'Orezza;VALLE D OREZZA ;20229;20338;94;42.366667;9.4;1.41
6925;Santa-Reparata-di-Moriani;SANTA REPARATA DI MORIANI;20230;20317;94;42.35;9.433333;1.35
6926;Pietra-di-Verde;PIETRA DI VERDE ;20230;20225;94;42.3;9.45;1.43
6927;Canale-di-Verde;CANALE DI VERDE ;20230;20057;94;42.283333;9.466667;1.51
6928;Chiatra;CHIATRA   ;20230;20088;94;42.283333;9.466667;1.51
6929;Linguizzetta;LINGUIZZETTA   ;20230;20143;94;42.25;9.466667;1.85
6930;Pero-Casevecchie;PERO CASEVECCHIE  ;20230;20210;94;42.416667;9.466667;1.51
6931;San-Giovanni-di-Moriani;SAN GIOVANNI DI MORIANI;20230;20302;94;42.366667;9.466667;1.51
6932;Taglio-Isolaccio;TAGLIO ISOLACCIO  ;20230;20318;94;42.433333;9.466667;1.51
6933;Velone-Orneto;VELONE ORNETO  ;20230;20340;94;42.4;9.466667;1.51
6934;Poggio-Mezzana;POGGIO MEZZANA  ;20230;20242;94;42.4;9.483333;1.59
6935;Talasani;TALASANI   ;20230;20319;94;42.4;9.483333;1.59
6936;San-Giuliano;SAN GIULIANO  ;20230;20303;94;42.3;9.5;1.67
6937;Santa-Lucia-di-Moriani;SANTA LUCIA DI MORIANI;20230;20307;94;42.383333;9.5;1.67
6938;San-Nicolao;SAN NICOLAO  ;20230;20313;94;42.366667;9.5;1.67
6939;Venaco;VENACO   ;20231;20341;94;42.233333;9.166667;0.06
6940;Oletta;OLETTA   ;20232;20185;94;42.633333;9.35;1.54
6941;Poggio-d'Oletta;POGGIO D OLETTA ;20232;20239;94;42.633333;9.35;1.54
6942;Sisco;SISCO   ;20233;20281;94;42.8;9.433333;2.19
6943;Perelli;PERELLI   ;20234;20208;94;42.316667;9.366667;1.47
6944;Pietricaggio;PIETRICAGGIO   ;20234;20227;94;42.333333;9.383333;1.11
6945;Piazzali;PIAZZALI   ;20234;20216;94;42.316667;9.4;1.19
6946;Tarrano;TARRANO   ;20234;20321;94;42.35;9.4;1.19
6947;Felce;FELCE   ;20234;20111;94;42.35;9.416667;1.27
6948;Novale;NOVALE   ;20234;20179;94;42.3;9.416667;1.31
6949;Ortale;ORTALE   ;20234;20194;94;42.316667;9.416667;1.27
6950;Canavaggia;CANAVAGGIA   ;20235;20059;94;42.05;9.266667;1.49
6951;Valle-di-Rostino;VALLE DI ROSTINO ;20235;20337;94;42.45;9.283333;0.83
6952;Bisinchi;BISINCHI   ;20235;20039;94;42.466667;9.316667;0.89
6953;Castirla;CASTIRLA   ;20236;20083;94;42.366667;9.15;1.16
6954;Francardo;FRANCARDO   ;20236;20951;94;42.4;9.183333;0.88
6955;Omessa;OMESSA   ;20236;20193;94;42.366667;9.2;0.96
6956;Croce;CROCE   ;20237;20101;94;42.416667;9.35;0.94
6957;Giocatojo;GIOCATOJO   ;20237;20125;94;42.433333;9.35;0.94
6958;Poggio-Marinaccio;POGGIO MARINACCIO  ;20237;20241;94;42.433333;9.35;0.94
6959;Quercitello;QUERCITELLO   ;20237;20255;94;42.416667;9.35;0.94
6960;Casabianca;CASABIANCA   ;20237;20069;94;42.45;9.366667;1.84
6961;Ficaja;FICAJA   ;20237;20113;94;42.416667;9.366667;1.16
6962;Centuri;CENTURI   ;20238;20086;94;42.95;9.35;2.77
6963;Rutali;RUTALI   ;20239;20265;94;42.583333;9.35;1.35
6964;Chisa;CHISA   ;20240;20366;94;41.916667;9.266667;1.25
6965;Lugo-di-Nazza;LUGO DI NAZZA ;20240;20149;94;42.066667;9.3;0.98
6966;Poggio-di-Nazza;POGGIO DI NAZZA ;20240;20236;94;42.05;9.3;0.79
6967;Solaro;SOLARO   ;20240;20283;94;41.9;9.333333;1.31
6968;Ventiseri;VENTISERI   ;20240;20342;94;41.933333;9.333333;1.18
6969;SaintAntoine;SAINT ANTOINE  ;20240;20965;94;42.083333;9.358333;-1
6970;Ghisonaccia;GHISONACCIA   ;20240;20123;94;42.0;9.4;1.19
6971;Vezzani;VEZZANI   ;20242;20347;94;42.166667;9.25;1
6972;Pietroso;PIETROSO   ;20242;20229;94;42.15;9.266667;1
6973;San-Gavino-di-Fiumorbo;SAN GAVINO DI FIUMORBO;20243;20365;94;41.966667;9.266667;1.36
6974;Isolaccio-di-Fiumorbo;ISOLACCIO DI FIUMORBO ;20243;20135;94;42.0;9.283333;0.92
6975;Pietrapola;PIETRAPOLA   ;20243;20960;94;41.983333;9.3;0.99
6976;Prunelli-di-Fiumorbo;PRUNELLI DI FIUMORBO ;20243;20251;94;42.0;9.333333;0.92
6977;Morta;MORTA   ;20243;20957;94;42.0;9.383333;1.84
6978;Aiti;AITI   ;20244;20003;94;42.4;9.233333;1.75
6979;Lano;LANO   ;20244;20137;94;42.383333;9.25;0.79
6980;Rusio;RUSIO   ;20244;20264;94;42.366667;9.25;0.75
6981;Érone;ERONE   ;20244;20106;94;42.366667;9.266667;0.54
6982;Carticasi;CARTICASI   ;20244;20068;94;42.35;9.283333;1.2
6983;San-Lorenzo;SAN LORENZO  ;20244;20304;94;42.383333;9.283333;0.79
6984;Cambia;CAMBIA   ;20244;20051;94;42.366667;9.3;1.41
6985;Galeria;GALERIA   ;20245;20121;94;42.4;8.65;2.43
6986;Manso;MANSO   ;20245;20153;94;42.383333;8.766667;1.87
6987;Santo-Pietro-di-Tenda;SANTO PIETRO DI TENDA;20246;20314;94;42.6;9.25;1.41
6988;San-Gavino-di-Tenda;SAN GAVINO DI TENDA;20246;20301;94;42.583333;9.266667;1.35
6989;Macinaggio;MACINAGGIO   ;20248;20920;94;42.216667;8.833333;1.55
6990;Corte;CORTE   ;20250;20096;94;42.3;9.15;0.61
6991;Casanova;CASANOVA   ;20250;20074;94;42.25;9.166667;0.91
6992;Soveria;SOVERIA   ;20250;20289;94;42.35;9.166667;1.32
6993;Santo-Pietro-di-Venaco;SANTO PIETRO DI VENACO;20250;20315;94;42.233333;9.166667;1.27
6994;Riventosa;RIVENTOSA   ;20250;20260;94;42.25;9.183333;0.9
6995;Tralonca;TRALONCA   ;20250;20329;94;42.333333;9.183333;0.95
6996;Santa-Lucia-di-Mercurio;SANTA LUCIA DI MERCURIO;20250;20306;94;42.316667;9.216667;1.05
6997;Piedicorte-di-Gaggio;PIEDICORTE DI GAGGIO ;20251;20218;94;42.233333;9.333333;1.38
6998;Pancheraccia;PANCHERACCIA   ;20251;20201;94;42.216667;9.35;0.94
6999;Pietraserena;PIETRASERENA   ;20251;20226;94;42.233333;9.35;0.94
7000;Giuncaggio;GIUNCAGGIO   ;20251;20126;94;42.216667;9.366667;1.38
7001;Bigorno;BIGORNO   ;20252;20036;94;42.533333;9.283333;1.15
7002;Lento;LENTO   ;20252;20140;94;42.516667;9.283333;1.09
7003;Campitello;CAMPITELLO   ;20252;20055;94;42.516667;9.316667;1.35
7004;Sorio;SORIO   ;20258;20287;94;42.583333;9.266667;1.35
7005;Pieve;PIEVE   ;20258;20230;94;42.566667;9.283333;1.28
7006;Rapale;RAPALE   ;20258;20257;94;42.583333;9.3;1.35
7007;Pioggiola;PIOGGIOLA   ;20259;20235;94;42.533333;9.0;1.15
7008;Olmi-Cappella;OLMI CAPPELLA  ;20259;20190;94;42.516667;9.016667;1.09
7009;Vallica;VALLICA   ;20259;20339;94;42.516667;9.05;1.09
7010;Mausoleo;MAUSOLEO   ;20259;20156;94;42.766667;9.466667;2.06
7011;Calvi;CALVI   ;20260;20050;94;42.566667;8.75;1.95
7012;Lumio;LUMIO   ;20260;20150;94;42.566667;8.833333;1.55
7013;Scata;SCATA   ;20264;20273;94;42.416667;9.4;1.19
7014;San-Damiano;SAN DAMIANO  ;20264;20297;94;42.4;9.416667;1.27
7015;Pruno;PRUNO   ;20264;20252;94;42.416667;9.433333;1.35
7016;Antisanti;ANTISANTI   ;20270;20016;94;42.166667;9.35;1.04
7017;Matra;MATRA   ;20270;20155;94;42.266667;9.383333;1.11
7018;Aghione;AGHIONE   ;20270;20002;94;42.1;9.4;1.45
7019;Campi;CAMPI   ;20270;20053;94;42.266667;9.416667;1.27
7020;Moïta;MOITA   ;20270;20161;94;42.266667;9.416667;1.27
7021;Tallone;TALLONE   ;20270;20320;94;42.233333;9.416667;1.27
7022;Tox;TOX   ;20270;20328;94;42.25;9.433333;1.35
7023;Aléria;ALERIA   ;20270;20009;94;42.1;9.516667;1.96
7024;Ampriani;AMPRIANI   ;20272;20015;94;42.25;9.35;0.94
7025;Pianello;PIANELLO   ;20272;20213;94;42.283333;9.35;1.47
7026;Zuani;ZUANI   ;20272;20364;94;42.266667;9.35;0.94
7027;Zalana;ZALANA   ;20272;20356;94;42.25;9.366667;1.22
7028;Vallecalle;VALLECALLE   ;20273;20333;94;42.583333;9.333333;1.35
7029;Olmeta-di-Tuda;OLMETA DI TUDA ;20273;20188;94;42.6;9.35;1.41
7030;Asco;ASCO   ;20276;20023;94;42.45;9.033333;0.83
7031;Ville-di-Paraso;VILLE DI PARASO ;20279;20352;94;42.566667;8.983333;1.28
7032;Meria;MERIA   ;20287;20159;94;42.933333;9.433333;2.71
7033;Borgo;BORGO   ;20290;20042;94;42.4;9.283333;2.43
7034;Campile;CAMPILE   ;20290;20054;94;42.483333;9.35;0.96
7035;Crocicchia;CROCICCHIA   ;20290;20102;94;42.466667;9.35;0.94
7036;Ortiporio;ORTIPORIO   ;20290;20195;94;42.45;9.35;0.94
7037;Penta-Acquatella;PENTA ACQUATELLA  ;20290;20206;94;42.45;9.35;0.94
7038;Volpajola;VOLPAJOLA   ;20290;20355;94;42.516667;9.35;1.09
7039;Scolca;SCOLCA   ;20290;20274;94;42.516667;9.366667;1.09
7040;Monte;MONTE   ;20290;20166;94;42.466667;9.383333;1.11
7041;Barchetta;BARCHETTA   ;20290;20942;94;42.483333;9.383333;1.11
7042;Lucciana;LUCCIANA   ;20290;20148;94;42.533333;9.416667;1.27
7043;Casamozza;CASAMOZZA   ;20290;20945;94;42.516667;9.433333;1.35
7044;Poretta;PORETTA   ;20290;20961;94;42.55;9.475;-1
7045;Furiani;FURIANI   ;20600;20120;94;42.65;9.416667;1.61
7046;Bastia;BASTIA   ;20600;20033;94;42.7;9.45;1.8
7047;Biguglia;BIGUGLIA   ;20620;20037;94;42.616667;9.416667;1.48
7048;Dijon;DIJON   ;21000;21231;26;47.316667;5.016667;0.78
7049;Izeure;IZEURE   ;21110;21319;26;47.166667;5.133333;1.69
7050;Rouvres-en-Plaine;ROUVRES EN PLAINE ;21110;21532;26;47.233333;5.133333;1.38
7051;Thorey-en-Plaine;THOREY EN PLAINE ;21110;21632;26;47.216667;5.133333;1.36
7052;Fauverney;FAUVERNEY   ;21110;21261;26;47.25;5.15;1.25
7053;Longecourt-en-Plaine;LONGECOURT EN PLAINE ;21110;21353;26;47.183333;5.15;1.27
7054;Aiserey;AISEREY   ;21110;21005;26;47.166667;5.166667;1.31
7055;Bessey-lès-Citeaux;BESSEY LES CITEAUX ;21110;21067;26;47.15;5.166667;1.51
7056;Magny-sur-Tille;MAGNY SUR TILLE ;21110;21370;26;47.266667;5.166667;1.31
7057;Izier;IZIER   ;21110;21320;26;47.283333;5.183333;1.37
7058;Marliens;MARLIENS   ;21110;21388;26;47.216667;5.183333;1.37
7059;Échigey;ECHIGEY   ;21110;21242;26;47.183333;5.2;1.42
7060;Tart-le-Haut;TART LE HAUT ;21110;21623;26;47.2;5.2;1.42
7061;Varanges;VARANGES   ;21110;21656;26;47.233333;5.2;1.42
7062;Cessey-sur-Tille;CESSEY SUR TILLE ;21110;21126;26;47.283333;5.216667;1.48
7063;Genlis;GENLIS   ;21110;21292;26;47.233333;5.216667;1.48
